brand,title,scent_type,price,priceWithCurrency,available,availableText,sold,lastUpdated,itemLocation
Alfred Sung,SHI by Alfred Sung Perfume for Women EDP 3.3 / 3.4 oz New In Box Sealed,"Pepper, Lily of the Valley",20.45,US $20.45/ea,110,"110 available / 4,308 sold",4308,"May 24, 2024 10:02:06 PDT","Dallas, Texas, United States"
AS SHOWN,LIBRE By Yves Saint Laurent YSL Eau de Parfum EDP Perfume 3 Oz/90ML for Women,"Apple, Chili, Lily of the Valley, Pear",59.99,US $59.99,10,More than 10 available / 114 sold,114,"May 17, 2024 21:05:23 PDT","New Jersey, United States"
Gloria Vanderbilt,VANDERBILT by Gloria 3.4 oz 3.3 edt for Women Perfume  New Box Seal,"Pepper, Lily",12.78,US $12.78/ea,149,"149 available / 10,268 sold",10268,"May 23, 2024 19:21:28 PDT","Dallas, Texas, United States"
PRADA,PRADA Paradoxe by Prada EDP 3.0oz/90ml Spray Perfume for Women New In Box USA,"Chocolate, Musk, Citrus, Orange Blossom, Coffee",64.99,US $64.99/ea,10,More than 10 available / 123 sold,123,"May 10, 2024 19:37:38 PDT","New Jersey, United States"
Ariana Grande,Ariana Grande Cloud 2.0 Intense Eau De Parfum - 3.4 Oz  100 mL New & Sealed,"Peach, Apple, Raspberry, Leather",33.99,US $33.99,9,9 available / 89 sold,89,"May 24, 2024 06:26:31 PDT","Las Vegas, Nevada, United States"
Dolce&Gabbana,Dolce & Gabbana Light Blue Women 3.4 fl oz 100 ML Eau de Toilette NEW SEALED BOX,"Pepper, Amber, Apple, Vetiver",29.99,US $29.99/ea,8,8 available / 187 sold,187,"May 24, 2024 04:23:18 PDT","Durham, North Carolina, United States"
Valentino,VALENTINO DONNA BORN IN ROMA INTENSE 3.4 oz 100ml EAU DE PARFUM SPRAY SEALED,"Lily, Cardamom",100.99,US $100.99,,Last One / 47 sold,47,"May 17, 2024 03:30:44 PDT","Buffalo Mills, Pennsylvania, United States"
Parfums,Cabotine De Gres by Parfums 3.3 / 3.4 oz EDT Perfume For Women NEW IN BOX,"Coconut, Jasmine, Raspberry",14.75,US $14.75/ea,183,"183 available / 1,999 sold",1999,"May 23, 2024 22:09:08 PDT","Dallas, Texas, United States"
PRADA,Prada Paradoxe EDP Mini Bottle 7ml/.23oz,"Jasmine, Violet, Vetiver",19,US $19.00,10,More than 10 available,,"May 23, 2024 06:27:16 PDT","Bowling Green, Kentucky, United States"
Jimmy Choo,JIMMY CHOO by Jimmy Choo 3.3 / 3.4 oz Spray EDT for Women NEW IN BOX,"Orange Blossom, Clove, Peach",33.52,US $33.52/ea,131,"131 available / 2,846 sold",2846,"May 21, 2024 11:29:33 PDT","Dallas, Texas, United States"
Kilian,Good Girl Gone Bad by Kilian 1.7 oz / 50 ml Eau De Parfum Spray - New,"Grapefruit, Apple, Coconut, Cinnamon, Jasmine",100.99,US $100.99,,Last One / 48 sold,48,"May 17, 2024 03:24:34 PDT","Buffalo Mills, Pennsylvania, United States"
Ouai,OUAI Hair & Body Mist In ST. BARTS 3.3oz / 97ml Full Size NEW RELEASE '24,"Rose, Coconut, Cinnamon",28,US $28.00/ea,2,2 available,,,"Beverly Hills, California, United States"
Lancôme,"La Vie Est Belle by Lancome 3.4 Oz – Women's L'eau De Parfum, Sealed Freshness","Violet, Blackcurrant",49.99,US $49.99/ea,5,5 available / 127 sold,127,"May 21, 2024 07:49:52 PDT","Dearborn, Michigan, United States"
Valentino,Valentino Donna Born In Roma Eau De Parfum  2ML Spray For Women,"Violet, Orange Blossom, Pepper, Rose",9.7,US $9.70,10,More than 10 available / 2 sold,2,,"Miami, Florida, United States"
Thierry Mugler,ANGEL Thierry Mugler Eau De parfum Spray Women's 3.4 oz / 100 ml New Sealed Box,"Lily of the Valley, Orange Blossom, Coffee, Sandalwood, Pear",44.99,US $44.99,8,8 available / 232 sold,232,"May 24, 2024 06:26:59 PDT","Las Vegas, Nevada, United States"
Ellis Brooklyn,NWB Ellis Brooklyn Miami Nectar Eau de Parfum - Travel Size - Set of 2,"Citrus, Chili, Cardamom",33,US $33.00,,,,,"Cranford, New Jersey, United States"
Ariana Grande,Cloud by Ariana Grande 3.4 oz / 100 ML EDP Perfume for Women New In Box Sealed,"Sandalwood, Lily, Violet, Oud",33.8,US $33.80/ea,8,8 available / 303 sold,303,"May 21, 2024 01:54:58 PDT","Sayreville, New Jersey, United States"
Lattafa,Fakhar by Lattafa 3.4 oz / 100 ml EDP Spray for Men,"Ginger, Vanilla, Cypress",22.99,US $22.99/ea,10,More than 10 available / 8 sold,8,"May 24, 2024 11:15:10 PDT","New York, New York, United States"
As Show,J'adore 3.4 oz/100 ml Eau De Parfum EDP Women Spray Gift For Her New & Sealed US,"Pepper, Jasmine, Ginger, Peach",49.99,US $49.99,8,8 available / 22 sold,22,"May 23, 2024 17:51:19 PDT","USA, New Jersey, Hong Kong"
Elizabeth Taylor,Forever Elizabeth by Elizabeth Taylor 3.4 oz Spray edp 3.3 Perfume NEW in Box,"Cinnamon, Coffee, Vetiver, Saffron, Coconut",17.89,US $17.89/ea,71,"71 available / 5,263 sold",5263,"May 20, 2024 18:39:50 PDT","Dallas, Texas, United States"
Burberry,Brit Sheer by Burberry 3.3 / 3.4 oz EDT Perfume for Women New In Box,"Vetiver, Musk, Raspberry",35.09,US $35.09/ea,45,45 available / 755 sold,755,"May 23, 2024 13:27:20 PDT","Dallas, Texas, United States"
Calvin Klein,OBSESSION NIGHT by Calvin Klein Perfume for Women 3.3 / 3.4 oz EDP New in Box,"Lavender, Patchouli",25.57,US $25.57/ea,194,194 available / 472 sold,472,"May 24, 2024 07:31:11 PDT","Dallas, Texas, United States"
Elizabeth Taylor,BRILLIANT White Diamonds Elizabeth Taylor women 3.3 oz 3.4 edt NEW IN BOX,"Oud, Vetiver, Oakmoss",16.44,US $16.44/ea,64,64 available / 315 sold,315,"May 24, 2024 10:23:40 PDT","Dallas, Texas, United States"
Generic,LA VIDA BELLA POUR FEMME EAU DE PARFUM SPRAY FOR WOMEN 3.4 Oz / 100 ml BRAND NEW,"Jasmine, Oud",10.99,US $10.99/ea,10,More than 10 available / 29 sold,29,"May 15, 2024 03:09:07 PDT","Katy, Texas, United States"
Kilian,Kilian Angels' Share Eau De Parfum Sample Spray Vial 1.5ml / 0.05oz,"Citrus, Apple, Coconut",7.99,US $7.99/ea,10,More than 10 available / 333 sold,333,"Apr 10, 2024 17:57:58 PDT","Flushing, New York, United States"
Thierry Mugler,Alien by Thierry Mugler EDP for Women REFILLABLE 1oz / 30ml *NEW SEALED BOX*,"Raspberry, Cinnamon",43.99,US $43.99,10,More than 10 available / 109 sold,109,"May 08, 2024 10:59:57 PDT","Miami, Florida, United States"
Al Haramain,Al Haramain Amber Oud White Edition EDP 3.4 oz/ 100ml Perfume Tester,"Cypress, Chili, Lily",36.65,US $36.65,3,3 available / 22 sold,22,"May 23, 2024 14:21:07 PDT","Brooklyn, New York, United States"
Dolce&Gabbana,Dolce & Gabbana Light Blue  3.3 oz / 3.4 oz EDT Spray for Women Brand New Sealed,"Jasmine, Sandalwood, Pear, Saffron",29.99,US $29.99/ea,10,More than 10 available / 315 sold,315,"May 23, 2024 03:15:08 PDT","Mogadore, Ohio, United States"
As Show,Flora Gorgeous Magnolia By-Gucci Eau De Parfum EDP 3.3 Oz Perfume For Women NIB,"Coconut, Vanilla",54.99,US $54.99,,Last One / 9 sold,9,"May 23, 2024 18:59:45 PDT","Ithaca, New York, United States"
Parfums de Marly,Parfums De Marly Delina EDP Official Carded Sample Spray 0.05oz / 1.5ml,"Musk, Lily of the Valley",12.49,US $12.49/ea,8,8 available / 490 sold,490,"May 16, 2024 07:04:37 PDT","Rocklin, California, United States"
Dolce&Gabbana,Dolce & Gabbana The One 2.5 oz / 75 ml Eau De Parfum Spray Women's New & Sealed,"Cedarwood, Rose, Lily of the Valley, Saffron, Cypress",49.99,US $49.99/ea,2,2 available / 15 sold,15,"May 24, 2024 03:25:17 PDT","Dunedin, Florida, United States"
Al Rehab,Choco Musk Arabian Perfume Spray- 50ml by Al Rehab by Crown perfumes.,"Lavender, Oud",9.25,US $9.25/ea,10,More than 10 available / 290 sold,290,"Apr 23, 2024 22:23:21 PDT","Princeton Junction, New Jersey, United States"
BYREDO,Byredo Mojave Ghost Eau de Parfum EDP Spray 3.4 oz / 100 ml Perfume for Unisex,"Lily, Coffee",100.99,US $100.99,,Last One / 13 sold,13,"May 21, 2024 20:08:09 PDT","Oxnard, California, United States"
AS SHOWN,New Jo Malone London Wood Sage & Sea Salt Cologne Spray 3.4 oz/ 100 ml for Women,"Blackcurrant, Oud, Orange Blossom",50.68,US $50.68/ea,3,3 available / 7 sold,7,,"Austin, Texas, United States"
Huda Beauty Kayali,KAYALI EDEN SPARKLING LYCHEE | 39 Eau de Parfum 0.34 oz SEALED MADE IN FRANCE,"Clove, Saffron, Pear, Jasmine, Lily",42,US $42.00,4,4 available / 11 sold,11,"May 22, 2024 11:38:02 PDT","Nashville, Tennessee, United States"
Coach,COACH Floral Blush by Coach perfume for women EDP 3 / 3.0 oz New in Box,"Cypress, Grapefruit, Rose, Sandalwood",38.92,US $38.92/ea,141,"141 available / 2,515 sold",2515,"May 23, 2024 11:00:17 PDT","Dallas, Texas, United States"
As Show,3.3 oz 100 ml Flora Gorgeous Gardena Eau De Parfum EDP For Women New In Box,"Rose, Blackcurrant, Coconut, Peach, Raspberry",49.99,US $49.99,4,4 available / 46 sold,46,"May 24, 2024 02:32:48 PDT","HongKong, Hong Kong"
Unbranded,Versace Dylan 3.4 oz Eau de Parfum Spray Parfume Fragrances for Women Purple,"Rose, Jasmine",58.99,US $58.99,10,More than 10 available / 12 sold,12,"May 22, 2024 23:55:54 PDT","College Point, New York, United States"
Versace,VERSACE WOMAN by Gianni Versace Perfume for Women EDP 3.4 oz New in Box SEALED,"Citrus, Vanilla, Oakmoss, Orange Blossom, Pepper",33.38,US $33.38/ea,76,"76 available / 2,715 sold",2715,"May 23, 2024 08:22:23 PDT","Dallas, Texas, United States"
Dolce&Gabbana,Light Blue by Dolce & Gabbana 3.3 / 3.4 oz EDT Perfume for Women New In Box,"Ginger, Citrus",29.65,US $29.65,6,6 available / 821 sold,821,"May 23, 2024 00:37:02 PDT","Hamtramck, Michigan, United States"
Evyan,White Shoulders 4.5 oz Perfume for Women Eau de Cologne Spray New In Box,"Ginger, Jasmine, Lily of the Valley",18.63,US $18.63/ea,13,"13 available / 3,185 sold",3185,"May 22, 2024 16:20:07 PDT","Dallas, Texas, United States"
Estée Lauder,Beautiful by Estee Lauder 2.5 oz / 75ml EDP Perfume For Women Brand New Sealed!!,"Rose, Blackcurrant, Pear, Chocolate",28.05,US $28.05/ea,8,8 available / 299 sold,299,"May 22, 2024 10:28:26 PDT","Grand Rapids, Michigan, United States"
Juliette has a gun,Juliette Has A Gun Not a Perfume Eau De Parfum 3.3 fl. oz / 100 ml Spray Women,"Jasmine, Lily, Citrus, Coffee",55.1,US $55.10,,Last One / 39 sold,39,"May 24, 2024 06:11:53 PDT","Brenham, Texas, United States"
Lake&skye,Lake & Skye 11 11 Eau De Parfum 3.4oz  (WITHOUT BOX),"Coffee, Cinnamon",99.99,US $99.99/ea,2,2 available / 3 sold,3,"May 23, 2024 20:28:37 PDT","Elgin, Illinois, United States"
Unbranded,SOL DE JANEIRO Brazilian Crush 39 Perfume Body Mist Fragrance 3.4floz New in Box,"Rose, Oakmoss, Vanilla, Clove, Coconut",19.75,US $19.75,10,More than 10 available / 33 sold,33,"May 19, 2024 17:30:18 PDT","California,United States,HK, Hong Kong"
Burberry,Burberry Weekend by Burberry 3.3 / 3.4 oz EDP Perfume for Women New In Box,"Cedarwood, Chocolate, Coconut, Saffron",34.08,US $34.08/ea,,"Limited quantity available / 4,332 sold",4332,"May 24, 2024 11:16:29 PDT","Hackensack, New Jersey, United States"
Frederic Malle,Portrait of a Lady By Frederic Malle Eau De Parfum Sample Spray 1.2ml / 0.04oz,"Violet, Coffee",12.95,US $12.95/ea,4,4 available / 73 sold,73,"May 03, 2024 02:06:15 PDT","Pearland, Texas, United States"
Marilyn Miglin,SEALED DEAL Marilyn Miglin HUGE 3.4 Oz Pherómone Eau de Parfum PHEROMONE,"Musk, Cypress",30,US $30.00,3,3 available / 4 sold,4,"May 23, 2024 05:03:22 PDT","Bluff City, Tennessee, United States"
Aquolina,Pink Sugar hair perfume by Aquolina for women 3.4 oz EDP New,"Rose, Cinnamon, Pear, Patchouli, Sandalwood",12.36,US $12.36/ea,417,"417 available / 1,130 sold",1130,"May 12, 2024 23:45:01 PDT","Dallas, Texas, United States"
Gucci,Gucci Bamboo by Gucci 2.5 oz Eau De Parfum Spray for Women New & Sealed,"Cardamom, Vanilla, Blackcurrant, Vetiver",43.99,US $43.99/ea,2,2 available / 136 sold,136,"May 22, 2024 16:17:17 PDT","Thomasville, Alabama, United States"
Thierry Mugler,"Angel Perfume by Thierry Mugler, 3.4 oz Refillable EDP BRAND NEW SEALED IN BOX","Lily of the Valley, Lavender, Orange Blossom, Amber",51.99,US $51.99/ea,3,3 available / 179 sold,179,"May 23, 2024 10:44:48 PDT","Warren, Michigan, United States"
Jo Malone,Jo Malone Orange Blossom  Cologne Spray Women's Eau de  - 3.4 fl oz/100ml,"Blackcurrant, Sandalwood, Jasmine, Lily, Pear",79.99,US $79.99,10,More than 10 available / 15 sold,15,"Apr 30, 2024 01:12:45 PDT","Las Vegas, Nevada, United States"
Gucci,Gucci Bamboo 2.5oz Women's Eau de Parfum Spray New Sealed,"Oakmoss, Pepper, Pear, Orange Blossom, Patchouli",43.69,US $43.69/ea,6,6 available / 18 sold,18,"May 23, 2024 08:21:50 PDT","Dearborn Heights, Michigan, United States"
Perry Ellis,360 by Perry Ellis Perfume 6.7 oz for Women edt NEW IN BOX,"Blackcurrant, Saffron, Pepper, Violet",35.39,US $35.39/ea,31,"31 available / 2,209 sold",2209,"May 24, 2024 08:11:07 PDT","Dallas, Texas, United States"
Estée Lauder,Pleasures by Estee Lauder 3.4 oz EDP Perfume for Women New In Box,"Grapefruit, Rose, Orange Blossom, Lily",34.28,US $34.28/ea,,"Limited quantity available / 5,901 sold",5901,"May 24, 2024 07:18:04 PDT","Hackensack, New Jersey, United States"
Dolce & Gabbana,The One by Dolce & Gabbana 2.5 oz EDP Perfume for Women Brand New Tester,"Peach, Clove, Leather",43.32,US $43.32/ea,,Limited quantity available / 252 sold,252,"May 24, 2024 07:13:43 PDT","Hackensack, New Jersey, United States"
Giorgio² Armani,My Way by Giorgio Armani 3oz 90ml EDP Perfume for Women Spray New In Box,"Raspberry, Musk, Chocolate",41.99,US $41.99,3,3 available / 7 sold,7,"May 24, 2024 00:52:28 PDT","Middle Grove, New York, United States"
Ariana Grande,Cloud 2.0 Intense by Ariana Grande 3.4 oz Eau De Parfum Spray New & Sealed,"Saffron, Lily of the Valley, Sandalwood",29.49,US $29.49/ea,5,5 available / 45 sold,45,"May 24, 2024 03:51:16 PDT","Clearwater, Florida, United States"
Carolina Herrera,GOOD GIRL CAROLINA HERRERA 2.7 OZ / 80 ML EDP NEW FACTORY SEALED FREE SHIPPING,"Cypress, Apple, Vetiver, Coconut",41.99,US $41.99/ea,4,4 available / 369 sold,369,"May 23, 2024 05:29:04 PDT","Chico, California, United States"
Armaf,Club de Nuit by Armaf perfume for women EDP 6.8 oz New in Box,"Raspberry, Coffee, Cardamom, Leather, Peach",36.59,US $36.59/ea,175,175 available / 931 sold,931,"May 24, 2024 10:59:09 PDT","Dallas, Texas, United States"
Ariana Grande,"Ariana Grande Cloud - Dreamy 3.4oz Women's Eau de Parfum, New in Box","Coffee, Rose, Raspberry, Musk",33.99,US $33.99/ea,3,3 available / 40 sold,40,"May 23, 2024 07:21:31 PDT","Dearborn Heights, Michigan, United States"
Lancôme,Tresor by Lancome for Women EDP Spray 3.4 oz / 100 ml New In Box,"Cedarwood, Chili, Blackcurrant, Oud, Sandalwood",41.99,US $41.99,,Last One / 220 sold,220,"May 22, 2024 06:19:27 PDT","Jamaica, New York, United States"
Giorgio Armani,Giorgio Armani My Way for Women 3 fl.oz Eau de Parfum Spray,"Lavender, Chili, Cedarwood, Coconut, Pepper",49,US $49.00/ea,7,7 available / 13 sold,13,"May 20, 2024 07:43:23 PDT","Wytheville, Virginia, United States"
Carolina Herrera,Good Girl BLUSH by Carolina Herrera 2.7 oz.EDP Spray for Women New in Sealed Box,"Vetiver, Oud",119.99,US $119.99/ea,10,10 available / 141 sold,141,"May 20, 2024 06:18:08 PDT","Katy, Texas, United States"
Lattafa Perfumes,"Lattafa Perfumes Mayar EDP - Eau De Parfum Women 100ml(3.4 oz) | Lychee, white f","Leather, Pear, Lily, Violet, Pepper",26.99,US $26.99/ea,6,6 available / 155 sold,155,"May 23, 2024 14:23:52 PDT","Melissa, Texas, United States"
ALFRED SUNG,Sung by Alfred Sung for women EDT 3.3 / 3.4 oz New Tester,"Sandalwood, Pepper, Violet, Grapefruit",15.99,US $15.99/ea,216,"216 available / 1,107 sold",1107,"May 24, 2024 10:38:09 PDT","Dallas, Texas, United States"
Elizabeth Taylor,White Diamonds by Elizabeth Taylor 3.3 3.4 oz EDT Perfume for Women New Tester,"Patchouli, Rose, Sandalwood",19.68,US $19.68,10,"More than 10 available / 10,259 sold",10259,"May 24, 2024 09:01:03 PDT","Hackensack, New Jersey, United States"
Coach,Coach Wild Rose 3 oz EDP Perfume for Women New In Box,"Oakmoss, Lily of the Valley, Vanilla, Cedarwood, Pear",42.28,US $42.28,,Last One / 796 sold,796,"May 23, 2024 09:27:11 PDT","Hackensack, New Jersey, United States"
Donna Karan,Donna karen Cashmere Mist Deodorant 1.7oz,"Cedarwood, Cypress",26.99,US $26.99,10,More than 10 available / 69 sold,69,"Feb 21, 2024 16:09:45 PST","Chicago, Illinois, United States"
Valentino,Valentino Donna Born In Roma Perfume 3.4oz.EDP Spray for Women New in Sealed Box,"Patchouli, Jasmine, Leather, Oud, Apple",109.95,US $109.95/ea,10,10 available / 416 sold,416,"May 24, 2024 08:56:33 PDT","Katy, Texas, United States"
Katy Perry,MEOW by KATY PERRY Eau de Parfum 3.4 oz for 3.3 Women NEW IN BOX,"Lavender, Patchouli, Blackcurrant, Ginger",23.75,US $23.75/ea,132,132 available / 417 sold,417,"May 23, 2024 01:01:37 PDT","Dallas, Texas, United States"
Carolina Herrera,Carolina Herrera Good Girl Blush Eau de Parfum 0.24 Oz 7 mL Splash Dabber Travel,"Peach, Chocolate, Grapefruit, Rose, Chili",18.99,US $18.99/ea,10,More than 10 available / 25 sold,25,"Apr 11, 2024 12:29:12 PDT","Potomac, Maryland, United States"
Clinique,Aromatics Elixir by Clinique 3.4 oz/100 ml Perfume Spray for Women,"Pepper, Chocolate, Lily of the Valley, Chili",33,US $33.00/ea,10,10 available / 232 sold,232,"May 23, 2024 16:54:40 PDT","Katy, Texas, United States"
Lancôme,La Vie Est Belle By Lancome 3.4 Fl oz Spray Eau De Parfum Women's New & Sealed,"Jasmine, Pepper, Patchouli, Orange Blossom",41.49,US $41.49,,Last One / 61 sold,61,"May 24, 2024 03:14:22 PDT","Ecorse, Michigan, United States"
Calvin Klein,Eternity by CK Calvin Klein 3.4 oz EDP Perfume for Women Tester,"Cedarwood, Leather, Vetiver, Oud, Chili",32.12,US $32.12,,"Limited quantity available / 7,018 sold",7018,"May 24, 2024 08:16:13 PDT","Hackensack, New Jersey, United States"
AS SHOWN,PRADA Paradoxe by Prada EDP 3.0oz/90ml Spray for Women USA New In Box,"Clove, Peach",55.39,US $55.39,,Last One / 6 sold,6,"May 24, 2024 02:52:40 PDT","Cayuga, New York, United States"
Lancôme,Idole by Lancome perfume for women EDP 1.7 oz New 50 ml,"Clove, Violet, Lily of the Valley, Orange Blossom, Coconut",36.99,US $36.99,8,8 available / 66 sold,66,"May 12, 2024 07:12:36 PDT","Villa Rica, Georgia, United States"
Yves Saint Laurent,Yves Saint Laurent Black Opium Women's Perfume EDP 3.0 oz 90 ml Sealed New,"Musk, Vetiver, Violet, Ginger, Raspberry",54.99,US $54.99/ea,10,More than 10 available / 74 sold,74,"May 20, 2024 06:42:57 PDT","Okemos, Michigan, United States"
Victoria's Secret,Victoria's Secret Heavenly 3.4 fl oz Spray Eau de Parfum Women's New & Sealed,"Grapefruit, Lily, Coconut, Oud, Cedarwood",28.99,US $28.99/ea,3,3 available / 43 sold,43,"May 23, 2024 06:21:24 PDT","Las Vegas, Nevada, United States"
Carolina Herrera,Carolina Herrera Good Girl Women EDP 2.7 oz Spray New Sealed,"Cedarwood, Raspberry, Jasmine, Grapefruit, Musk",49.99,US $49.99/ea,6,6 available / 22 sold,22,"May 23, 2024 07:03:42 PDT","Dexter, Michigan, United States"
Juicy Couture,Viva La Juicy Rose by Juicy Couture 3.4 oz EDP Perfume for Women New In Box,"Vanilla, Violet, Lily, Grapefruit, Lily of the Valley",34.59,US $34.59,,"Limited quantity available / 1,790 sold",1790,"May 24, 2024 11:16:29 PDT","Hackensack, New Jersey, United States"
Montblanc,Montblanc - Signature Eau De Parfum Spray  90ml/3oz,"Vanilla, Peach",39.47,US $39.47,,Limited quantity available / 99 sold,99,"May 23, 2024 23:20:20 PDT","Brooklyn, New York, United States"
Atelier Cologne,Atelier Cologne - Orange Sanguine Cologne Absolue Spray  30ml/1oz,"Citrus, Lily, Lavender, Sandalwood",29.9,US $29.90,3,3 available / 6 sold,6,"May 16, 2024 09:40:54 PDT","Seattle, Washington, United States"
AS SHOW,PRADA Paradoxe by Prada EDP 3.0oz/90ml Spray Perfume for Women New In Box,"Pepper, Saffron, Lily of the Valley, Sandalwood, Oud",59.99,US $59.99,,Last One / 8 sold,8,"May 24, 2024 00:21:33 PDT","Sea Cliff, New York, United States"
Christian Audigier,ED HARDY HEARTS & DAGGERS 3.4 / 3.3 oz EDP For Women NEW in BOX,"Cedarwood, Violet",20.42,US $20.42/ea,204,"204 available / 3,525 sold",3525,"May 24, 2024 10:12:07 PDT","Dallas, Texas, United States"
Donna Karan,Cashmere Mist by Donna Karan 3.4 oz / 100mL Spray for Women EDP Brand New Sealed,"Sandalwood, Vetiver, Citrus",29.99,US $29.99/ea,10,More than 10 available / 223 sold,223,"May 24, 2024 10:55:06 PDT","West Orange, New Jersey, United States"
Vera Wang,PRINCESS by VERA WANG Perfume 3.3 / 3.4 oz EDT For Women NEW in BOX,"Rose, Jasmine",25.42,US $25.42/ea,107,"107 available / 4,123 sold",4123,"May 20, 2024 22:28:54 PDT","Dallas, Texas, United States"
